=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|
  out| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
inp-1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|    1|   -1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  out| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
inp-1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|    1|   -1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  out| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
inp-1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|    1|   -1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  out| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
inp-1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|    1|   -1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  out| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
inp-1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|    1|   -1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  out| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
inp-1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|   -1|   -1|   -1|   -1|    1|    1|   -1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  out| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0| -1.0|  1.0|  1.0| -1.0| -1.0| -1.0| -1.0| -1.0|  1.0|  1.0|
