=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|=====|
  A84|    1|    3|    1|   -1|   -1|   -1|   -3|   -5|    1|    1|    1|    1|    1|   -1|   -1|   -1|   -3|   -3|   -3|    1|   -1|    1|    3|    1|    1|   -1|   -1|    3|   -1|   -3|    1|    1|    1|    1|    1|   -1|    1|    3|   -1|   -1|    1|    1|    1|    1|   -1|    1|    3|    1|   -1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|    1|    1|    3|    3|    3|    3|    3|    3|    1|    1|    1|    1|    1|    1|    0|    5|    3|    3|    1|    1|    1|    1|   -1|   -1|    1|    3|    3|    1|    1|    1|    1|   -1|   -1|    1|    1|    1|    3|    3|   -1|   -1|    1|   -1|   -1|    1|    1|    1|    1|    1|   -1|   -1|    1|    1|   -1|   -3|   -3|   -3|   -3|   -3|   -1|    3|    1|    3|    1|   -3|   -3|   -3|   -3|   -3|    3|    3|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  A85|    1|    3|    1|   -1|   -1|   -1|   -3|   -5|    1|    1|    1|    1|    1|   -1|   -1|   -1|   -3|   -3|   -3|    1|   -1|    1|    3|    1|    1|   -1|   -1|    3|   -1|   -3|    1|    1|    1|    1|    1|   -1|    1|    3|   -1|   -1|    1|    1|    1|    1|   -1|    1|    3|    1|   -1|   -1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|    1|    1|    3|    3|    3|    3|    3|    3|    1|    1|    1|    1|    1|    1|    5|    0|    3|    3|    1|    1|    1|    1|   -1|   -1|    1|    3|    3|    1|    1|    1|    1|   -1|   -1|    1|    1|    1|    3|    3|   -1|   -1|    1|   -1|   -1|    1|    1|    1|    1|    1|   -1|   -1|    1|    1|   -1|   -3|   -3|   -3|   -3|   -3|   -1|    3|    1|    3|    1|   -3|   -3|   -3|   -3|   -3|    3|    3|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  A86|    3|    1|   -1|    1|    1|    1|   -1|   -3|   -1|   -1|    3|   -1|   -1|    1|    1|    1|   -1|   -1|   -5|   -1|    1|   -1|    1|    3|    3|    1|    1|    1|   -3|   -1|    3|   -1|   -1|    3|    3|    1|   -1|    1|    1|    1|    3|   -1|   -1|    3|    1|   -1|    1|    3|    1|    1|    3|   -1|   -3|    1|   -3|   -3|    1|    1|    1|    3|    3|   -1|   -3|   -3|   -3|    1|    1|    1|    3|    3|    3|   -1|    1|    1|    1|    5|    5|    5|    3|    3|    3|   -1|   -1|    3|    3|    3|    0|    5|    3|    3|    3|   -1|   -3|    1|    3|    1|    1|    3|    3|    3|    3|   -3|   -3|    3|    3|    3|    1|    1|    1|    1|    3|   -3|   -3|    3|    3|    3|    3|   -1|   -3|    1|    3|   -1|   -3|   -1|   -1|   -1|   -1|   -1|   -3|    1|    3|    1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  A87|    3|    1|   -1|    1|    1|    1|   -1|   -3|   -1|   -1|    3|   -1|   -1|    1|    1|    1|   -1|   -1|   -5|   -1|    1|   -1|    1|    3|    3|    1|    1|    1|   -3|   -1|    3|   -1|   -1|    3|    3|    1|   -1|    1|    1|    1|    3|   -1|   -1|    3|    1|   -1|    1|    3|    1|    1|    3|   -1|   -3|    1|   -3|   -3|    1|    1|    1|    3|    3|   -1|   -3|   -3|   -3|    1|    1|    1|    3|    3|    3|   -1|    1|    1|    1|    5|    5|    5|    3|    3|    3|   -1|   -1|    3|    3|    3|    5|    0|    3|    3|    3|   -1|   -3|    1|    3|    1|    1|    3|    3|    3|    3|   -3|   -3|    3|    3|    3|    1|    1|    1|    1|    3|   -3|   -3|    3|    3|    3|    3|   -1|   -3|    1|    3|   -1|   -3|   -1|   -1|   -1|   -1|   -1|   -3|    1|    3|    1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  A88|    1|   -1|   -3|   -1|   -1|   -1|    1|   -1|    1|    1|    1|   -3|   -3|   -1|   -1|   -1|    1|    1|   -3|    1|   -1|   -3|   -1|    1|    1|    3|    3|   -1|   -1|    1|    1|   -3|   -3|    1|    1|    3|    1|   -1|    3|    3|    1|   -3|   -3|    1|    3|    1|   -1|    1|    3|    3|    1|   -3|   -5|   -1|   -1|   -1|   -1|   -1|    3|    5|    1|   -3|   -5|   -1|   -1|   -1|   -1|   -1|    5|    5|    1|   -3|   -1|    3|    3|    3|    3|    3|    5|    5|    1|   -3|    1|    5|    1|    1|    3|    3|    0|    5|    1|   -3|   -1|    3|    1|   -1|   -1|    1|    5|    5|    1|   -1|   -1|    1|    1|    1|   -1|   -1|    3|    3|    1|   -1|   -1|    1|    1|    1|    1|   -3|   -1|    3|    5|    1|   -5|   -3|   -3|   -3|   -3|   -3|   -1|    3|    5|    3|   -3|   -3|   -3|   -3|   -3|   -3|    3|    3|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  A89|    1|   -1|   -3|   -1|   -1|   -1|    1|   -1|    1|    1|    1|   -3|   -3|   -1|   -1|   -1|    1|    1|   -3|    1|   -1|   -3|   -1|    1|    1|    3|    3|   -1|   -1|    1|    1|   -3|   -3|    1|    1|    3|    1|   -1|    3|    3|    1|   -3|   -3|    1|    3|    1|   -1|    1|    3|    3|    1|   -3|   -5|   -1|   -1|   -1|   -1|   -1|    3|    5|    1|   -3|   -5|   -1|   -1|   -1|   -1|   -1|    5|    5|    1|   -3|   -1|    3|    3|    3|    3|    3|    5|    5|    1|   -3|    1|    5|    1|    1|    3|    3|    5|    0|    1|   -3|   -1|    3|    1|   -1|   -1|    1|    5|    5|    1|   -1|   -1|    1|    1|    1|   -1|   -1|    3|    3|    1|   -1|   -1|    1|    1|    1|    1|   -3|   -1|    3|    5|    1|   -5|   -3|   -3|   -3|   -3|   -3|   -1|    3|    5|    3|   -3|   -3|   -3|   -3|   -3|   -3|    3|    3|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  A90|    1|   -1|    1|    3|    3|    3|    1|   -1|   -3|   -3|    1|    1|    1|    3|    3|    3|    1|    1|   -3|   -3|    3|    1|   -1|    1|    1|   -1|   -1|   -1|   -1|    1|    5|    1|   -3|    1|    1|   -1|   -3|   -1|    3|    3|    5|    1|   -3|    1|   -1|   -3|   -1|    1|    3|    3|    5|    1|   -1|    3|   -1|   -1|    3|    3|    3|    1|    5|    1|   -1|   -1|   -1|    3|    3|    3|    1|    1|    5|    1|   -1|   -1|   -1|    3|    3|    3|    1|    1|    5|    1|   -3|    1|    1|    1|    3|    3|    1|    1|    0|    1|   -5|   -1|    1|   -1|   -1|    1|    1|    1|    5|   -1|   -5|    1|    1|    1|   -1|   -1|    3|    3|    5|   -1|   -5|    1|    1|    1|    1|   -3|   -1|    3|    1|    1|   -1|    1|    1|    1|    1|    1|   -1|   -1|    1|   -1|    1|    1|    1|    1|    1|    1|   -1|   -1|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  A91|   -3|   -1|    1|    3|    3|    3|    1|   -1|   -3|   -3|   -3|    1|    5|    3|    3|    3|    1|    1|    1|   -3|   -1|    5|    3|   -3|   -3|   -5|   -5|    3|    3|   -3|    1|    5|    1|   -3|   -3|   -5|   -3|   -1|   -1|   -1|    1|    5|    1|   -3|   -5|   -3|   -1|   -3|   -1|   -1|    1|    5|    3|   -1|   -1|   -1|   -1|   -1|   -1|   -3|    1|    5|    3|   -1|   -1|   -1|   -1|   -1|   -3|   -3|    1|    5|    3|   -1|   -1|   -1|   -1|   -1|   -3|   -3|    1|    5|    1|   -3|    1|    1|   -1|   -1|   -3|   -3|    1|    0|   -1|   -5|   -3|   -1|   -1|   -3|   -3|   -3|    1|    3|   -1|   -3|   -3|   -3|   -1|   -1|   -1|   -1|    1|    3|   -1|   -3|   -3|   -3|   -3|    1|    3|   -1|   -3|    1|    3|    1|    1|    1|    1|    1|    3|   -1|   -3|   -1|    1|    1|    1|    1|    1|    1|   -1|   -1|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  A92|   -1|    1|   -1|   -3|   -3|   -3|   -1|    1|    3|    3|   -1|   -1|   -1|   -3|   -3|   -3|   -1|   -1|    3|    3|   -3|   -1|    1|   -1|   -1|    1|    1|    1|    1|   -1|   -5|   -1|    3|   -1|   -1|    1|    3|    1|   -3|   -3|   -5|   -1|    3|   -1|    1|    3|    1|   -1|   -3|   -3|   -5|   -1|    1|   -3|    1|    1|   -3|   -3|   -3|   -1|   -5|   -1|    1|    1|    1|   -3|   -3|   -3|   -1|   -1|   -5|   -1|    1|    1|    1|   -3|   -3|   -3|   -1|   -1|   -5|   -1|    3|   -1|   -1|   -1|   -3|   -3|   -1|   -1|   -5|   -1|    0|    1|   -1|    1|    1|   -1|   -1|   -1|   -5|    1|    5|   -1|   -1|   -1|    1|    1|   -3|   -3|   -5|    1|    5|   -1|   -1|   -1|   -1|    3|    1|   -3|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|    1|    1|   -1|    1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  A93|    3|    1|   -1|   -3|   -3|   -3|   -1|    1|    3|    3|    3|   -1|   -5|   -3|   -3|   -3|   -1|   -1|   -1|    3|    1|   -5|   -3|    3|    3|    5|    5|   -3|   -3|    3|   -1|   -5|   -1|    3|    3|    5|    3|    1|    1|    1|   -1|   -5|   -1|    3|    5|    3|    1|    3|    1|    1|   -1|   -5|   -3|    1|    1|    1|    1|    1|    1|    3|   -1|   -5|   -3|    1|    1|    1|    1|    1|    3|    3|   -1|   -5|   -3|    1|    1|    1|    1|    1|    3|    3|   -1|   -5|   -1|    3|   -1|   -1|    1|    1|    3|    3|   -1|   -5|    1|    0|    3|    1|    1|    3|    3|    3|   -1|   -3|    1|    3|    3|    3|    1|    1|    1|    1|   -1|   -3|    1|    3|    3|    3|    3|   -1|   -3|    1|    3|   -1|   -3|   -1|   -1|   -1|   -1|   -1|   -3|    1|    3|    1|   -1|   -1|   -1|   -1|   -1|   -1|    1|    1|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  A94|    5|    3|    1|   -1|   -1|   -1|   -3|   -1|    1|    1|    5|    1|   -3|   -1|   -1|   -1|   -3|   -3|   -3|    1|    3|   -3|   -1|    5|    5|    3|    3|   -1|   -5|    1|    1|   -3|    1|    5|    5|    3|    1|    3|   -1|   -1|    1|   -3|    1|    5|    3|    1|    3|    5|   -1|   -1|    1|   -3|   -1|    3|   -1|   -1|    3|    3|   -1|    1|    1|   -3|   -1|   -1|   -1|    3|    3|    3|    1|    1|    1|   -3|   -1|   -1|   -1|    3|    3|    3|    1|    1|    1|   -3|   -3|    1|    1|    1|    3|    3|    1|    1|    1|   -3|   -1|    3|    0|    3|    3|    5|    1|    1|    1|   -5|   -1|    5|    5|    5|    3|    3|   -1|   -1|    1|   -5|   -1|    5|    5|    5|    5|    1|   -5|   -1|    1|   -3|   -1|    1|    1|    1|    1|    1|   -5|   -1|    1|   -1|    1|    1|    1|    1|    1|    1|   -1|   -1|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  A95|    3|    5|    3|   -3|   -3|   -3|   -5|   -3|    3|    3|    3|    3|   -1|   -3|   -3|   -3|   -5|   -5|   -1|    3|    1|   -1|    1|    3|    3|    1|    1|    1|   -3|   -1|   -1|   -1|    3|    3|    3|    1|    3|    5|   -3|   -3|   -1|   -1|    3|    3|    1|    3|    5|    3|   -3|   -3|   -1|   -1|    1|    1|    1|    1|    1|    1|   -3|   -1|   -1|   -1|    1|    1|    1|    1|    1|    1|   -1|   -1|   -1|   -1|    1|    1|    1|    1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|    3|    3|    1|    1|   -1|   -1|   -1|   -1|    1|    1|    3|    0|    5|    3|   -1|   -1|   -1|   -3|    1|    3|    3|    3|    5|    5|   -3|   -3|   -1|   -3|    1|    3|    3|    3|    3|    3|   -3|   -3|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|   -3|    1|   -1|    1|    3|   -1|   -1|   -1|   -1|   -1|    1|    1|
=====|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|-----|
  A96|    3|    5|    3|   -3|   -3|   -3|   -5|   -3|    3|    3|    3|    3|   -1|   -3|   -3|   -3|   -5|   -5|   -1|    3|    1|   -1|    1|    3|    3|    1|    1|    1|   -3|   -1|   -1|   -1|    3|    3|    3|    1|    3|    5|   -3|   -3|   -1|   -1|    3|    3|    1|    3|    5|    3|   -3|   -3|   -1|   -1|    1|    1|    1|    1|    1|    1|   -3|   -1|   -1|   -1|    1|    1|    1|    1|    1|    1|   -1|   -1|   -1|   -1|    1|    1|    1|    1|    1|    1|   -1|   -1|   -1|   -1|   -1|   -1|    3|    3|    1|    1|   -1|   -1|   -1|   -1|    1|    1|    3|    5|    0|    3|   -1|   -1|   -1|   -3|    1|    3|    3|    3|    5|    5|   -3|   -3|   -1|   -3|    1|    3|    3|    3|    3|    3|   -3|   -3|   -1|   -1|    1|   -1|   -1|   -1|   -1|   -1|   -3|    1|   -1|    1|    3|   -1|   -1|   -1|   -1|   -1|    1|    1|
